utterance,ltl_formula
eventually visit d afterward eventually visit c afterward eventually visit h afterward eventually visit b afterward eventually visit a visit each landmark only once,& & U ! c d & U ! h c & U ! b h & U ! a b F a & U ! d U d U !d c & U ! c U c U !c h & U ! h U h U !h b U ! b U b U !b a
eventually visit d afterward eventually visit h afterward eventually visit a afterward eventually visit b afterward eventually visit c visit each landmark only once,& & U ! h d & U ! a h & U ! b a & U ! c b F c & U ! d U d U !d h & U ! h U h U !h a & U ! a U a U !a b U ! b U b U !b c
eventually visit d afterward eventually visit h afterward eventually visit a afterward eventually visit c afterward eventually visit b visit each landmark only once,& & U ! h d & U ! a h & U ! c a & U ! b c F b & U ! d U d U !d h & U ! h U h U !h a & U ! a U a U !a c U ! c U c U !c b
eventually visit d afterward eventually visit h afterward eventually visit b afterward eventually visit a afterward eventually visit c visit each landmark only once,& & U ! h d & U ! b h & U ! a b & U ! c a F c & U ! d U d U !d h & U ! h U h U !h b & U ! b U b U !b a U ! a U a U !a c
eventually visit d afterward eventually visit h afterward eventually visit b afterward eventually visit c afterward eventually visit a visit each landmark only once,& & U ! h d & U ! b h & U ! c b & U ! a c F a & U ! d U d U !d h & U ! h U h U !h b & U ! b U b U !b c U ! c U c U !c a
eventually visit d afterward eventually visit h afterward eventually visit c afterward eventually visit a afterward eventually visit b visit each landmark only once,& & U ! h d & U ! c h & U ! a c & U ! b a F b & U ! d U d U !d h & U ! h U h U !h c & U ! c U c U !c a U ! a U a U !a b
eventually visit d afterward eventually visit h afterward eventually visit c afterward eventually visit b afterward eventually visit a visit each landmark only once,& & U ! h d & U ! c h & U ! b c & U ! a b F a & U ! d U d U !d h & U ! h U h U !h c & U ! c U c U !c b U ! b U b U !b a
eventually visit h afterward eventually visit a afterward eventually visit b afterward eventually visit c afterward eventually visit d visit each landmark only once,& & U ! a h & U ! b a & U ! c b & U ! d c F d & U ! h U h U !h a & U ! a U a U !a b & U ! b U b U !b c U ! c U c U !c d
eventually visit h afterward eventually visit a afterward eventually visit b afterward eventually visit d afterward eventually visit c visit each landmark only once,& & U ! a h & U ! b a & U ! d b & U ! c d F c & U ! h U h U !h a & U ! a U a U !a b & U ! b U b U !b d U ! d U d U !d c
eventually visit h afterward eventually visit a afterward eventually visit c afterward eventually visit b afterward eventually visit d visit each landmark only once,& & U ! a h & U ! c a & U ! b c & U ! d b F d & U ! h U h U !h a & U ! a U a U !a c & U ! c U c U !c b U ! b U b U !b d
eventually visit h afterward eventually visit a afterward eventually visit c afterward eventually visit d afterward eventually visit b visit each landmark only once,& & U ! a h & U ! c a & U ! d c & U ! b d F b & U ! h U h U !h a & U ! a U a U !a c & U ! c U c U !c d U ! d U d U !d b
eventually visit h afterward eventually visit a afterward eventually visit d afterward eventually visit b afterward eventually visit c visit each landmark only once,& & U ! a h & U ! d a & U ! b d & U ! c b F c & U ! h U h U !h a & U ! a U a U !a d & U ! d U d U !d b U ! b U b U !b c
eventually visit h afterward eventually visit a afterward eventually visit d afterward eventually visit c afterward eventually visit b visit each landmark only once,& & U ! a h & U ! d a & U ! c d & U ! b c F b & U ! h U h U !h a & U ! a U a U !a d & U ! d U d U !d c U ! c U c U !c b
eventually visit h afterward eventually visit b afterward eventually visit a afterward eventually visit c afterward eventually visit d visit each landmark only once,& & U ! b h & U ! a b & U ! c a & U ! d c F d & U ! h U h U !h b & U ! b U b U !b a & U ! a U a U !a c U ! c U c U !c d
eventually visit h afterward eventually visit b afterward eventually visit a afterward eventually visit d afterward eventually visit c visit each landmark only once,& & U ! b h & U ! a b & U ! d a & U ! c d F c & U ! h U h U !h b & U ! b U b U !b a & U ! a U a U !a d U ! d U d U !d c
eventually visit h afterward eventually visit b afterward eventually visit c afterward eventually visit a afterward eventually visit d visit each landmark only once,& & U ! b h & U ! c b & U ! a c & U ! d a F d & U ! h U h U !h b & U ! b U b U !b c & U ! c U c U !c a U ! a U a U !a d
eventually visit h afterward eventually visit b afterward eventually visit c afterward eventually visit d afterward eventually visit a visit each landmark only once,& & U ! b h & U ! c b & U ! d c & U ! a d F a & U ! h U h U !h b & U ! b U b U !b c & U ! c U c U !c d U ! d U d U !d a
eventually visit h afterward eventually visit b afterward eventually visit d afterward eventually visit a afterward eventually visit c visit each landmark only once,& & U ! b h & U ! d b & U ! a d & U ! c a F c & U ! h U h U !h b & U ! b U b U !b d & U ! d U d U !d a U ! a U a U !a c
eventually visit h afterward eventually visit b afterward eventually visit d afterward eventually visit c afterward eventually visit a visit each landmark only once,& & U ! b h & U ! d b & U ! c d & U ! a c F a & U ! h U h U !h b & U ! b U b U !b d & U ! d U d U !d c U ! c U c U !c a
eventually visit h afterward eventually visit c afterward eventually visit a afterward eventually visit b afterward eventually visit d visit each landmark only once,& & U ! c h & U ! a c & U ! b a & U ! d b F d & U ! h U h U !h c & U ! c U c U !c a & U ! a U a U !a b U ! b U b U !b d
eventually visit h afterward eventually visit c afterward eventually visit a afterward eventually visit d afterward eventually visit b visit each landmark only once,& & U ! c h & U ! a c & U ! d a & U ! b d F b & U ! h U h U !h c & U ! c U c U !c a & U ! a U a U !a d U ! d U d U !d b
eventually visit h afterward eventually visit c afterward eventually visit b afterward eventually visit a afterward eventually visit d visit each landmark only once,& & U ! c h & U ! b c & U ! a b & U ! d a F d & U ! h U h U !h c & U ! c U c U !c b & U ! b U b U !b a U ! a U a U !a d
eventually visit h afterward eventually visit c afterward eventually visit b afterward eventually visit d afterward eventually visit a visit each landmark only once,& & U ! c h & U ! b c & U ! d b & U ! a d F a & U ! h U h U !h c & U ! c U c U !c b & U ! b U b U !b d U ! d U d U !d a
eventually visit h afterward eventually visit c afterward eventually visit d afterward eventually visit a afterward eventually visit b visit each landmark only once,& & U ! c h & U ! d c & U ! a d & U ! b a F b & U ! h U h U !h c & U ! c U c U !c d & U ! d U d U !d a U ! a U a U !a b
eventually visit h afterward eventually visit c afterward eventually visit d afterward eventually visit b afterward eventually visit a visit each landmark only once,& & U ! c h & U ! d c & U ! b d & U ! a b F a & U ! h U h U !h c & U ! c U c U !c d & U ! d U d U !d b U ! b U b U !b a
eventually visit h afterward eventually visit d afterward eventually visit a afterward eventually visit b afterward eventually visit c visit each landmark only once,& & U ! d h & U ! a d & U ! b a & U ! c b F c & U ! h U h U !h d & U ! d U d U !d a & U ! a U a U !a b U ! b U b U !b c
eventually visit h afterward eventually visit d afterward eventually visit a afterward eventually visit c afterward eventually visit b visit each landmark only once,& & U ! d h & U ! a d & U ! c a & U ! b c F b & U ! h U h U !h d & U ! d U d U !d a & U ! a U a U !a c U ! c U c U !c b
eventually visit h afterward eventually visit d afterward eventually visit b afterward eventually visit a afterward eventually visit c visit each landmark only once,& & U ! d h & U ! b d & U ! a b & U ! c a F c & U ! h U h U !h d & U ! d U d U !d b & U ! b U b U !b a U ! a U a U !a c
eventually visit h afterward eventually visit d afterward eventually visit b afterward eventually visit c afterward eventually visit a visit each landmark only once,& & U ! d h & U ! b d & U ! c b & U ! a c F a & U ! h U h U !h d & U ! d U d U !d b & U ! b U b U !b c U ! c U c U !c a
eventually visit h afterward eventually visit d afterward eventually visit c afterward eventually visit a afterward eventually visit b visit each landmark only once,& & U ! d h & U ! c d & U ! a c & U ! b a F b & U ! h U h U !h d & U ! d U d U !d c & U ! c U c U !c a U ! a U a U !a b
eventually visit h afterward eventually visit d afterward eventually visit c afterward eventually visit b afterward eventually visit a visit each landmark only once,& & U ! d h & U ! c d & U ! b c & U ! a b F a & U ! h U h U !h d & U ! d U d U !d c & U ! c U c U !c b U ! b U b U !b a
make sure you frequent a and b equally or at most one time in difference,& & F a F b & G i a W a & ! a W ! a b G i b W b & ! b W ! b a
make sure you frequent b and a equally or at most one time in difference,& & F b F a & G i b W b & ! b W ! b a G i a W a & ! a W ! a b
visit a and b multiple times in arbitrary order but dont visit one more than one time more than the other,& & F a F b & G i a W a & ! a W ! a b G i b W b & ! b W ! b a
visit b and a multiple times in arbitrary order but dont visit one more than one time more than the other,& & F b F a & G i b W b & ! b W ! b a G i a W a & ! a W ! a b
go to a and b any time and in any order but do not visit one more than the other more than once,& & F a F b & G i a W a & ! a W ! a b G i b W b & ! b W ! b a
go to b and a any time and in any order but do not visit one more than the other more than once,& & F b F a & G i b W b & ! b W ! b a G i a W a & ! a W ! a b
travel between a and b multiple times in any sequence but ensure neither is visited more than once more than the other,& & F a F b & G i a W a & ! a W ! a b G i b W b & ! b W ! b a
travel between b and a multiple times in any sequence but ensure neither is visited more than once more than the other,& & F b F a & G i b W b & ! b W ! b a G i a W a & ! a W ! a b
revisit a and b multiple times but be sure not to go to one more than the other more than once,& & F a F b & G i a W a & ! a W ! a b G i b W b & ! b W ! b a
revisit b and a multiple times but be sure not to go to one more than the other more than once,& & F b F a & G i b W b & ! b W ! b a G i a W a & ! a W ! a b
make sure both a and b are visited,& F a F b
make sure both b and a are visited,& F b F a
visit a and b in any order,& F a F b
visit b and a in any order,& F b F a
pick one from a and b go there and then head to the other one,& F a F b
pick one from b and a go there and then head to the other one,& F b F a
go to one of a and b and then to the other,& F a F b
go to one of b and a and then to the other,& F b F a
go to a and b in arbitrary order,& F a F b
go to b and a in arbitrary order,& F b F a
go to a b and c in any order,& F a & F b F c
go to a c and b in any order,& F a & F c F b
go to b a and c in any order,& F b & F a F c
go to b c and a in any order,& F b & F c F a
go to c a and b in any order,& F c & F a F b
go to c b and a in any order,& F c & F b F a
make sure a b and c are all visited,& F a & F b F c
make sure a c and b are all visited,& F a & F c F b
make sure b a and c are all visited,& F b & F a F c
make sure b c and a are all visited,& F b & F c F a
make sure c a and b are all visited,& F c & F a F b
make sure c b and a are all visited,& F c & F b F a
dont stop until a b and c are visited,& F a & F b F c
dont stop until a c and b are visited,& F a & F c F b
dont stop until b a and c are visited,& F b & F a F c
dont stop until b c and a are visited,& F b & F c F a
dont stop until c a and b are visited,& F c & F a F b
dont stop until c b and a are visited,& F c & F b F a
a b and c must be visited,& F a & F b F c
a c and b must be visited,& F a & F c F b
b a and c must be visited,& F b & F a F c
b c and a must be visited,& F b & F c F a
c a and b must be visited,& F c & F a F b
c b and a must be visited,& F c & F b F a
visit a b and c in arbitrary order,& F a & F b F c
visit a c and b in arbitrary order,& F a & F c F b
visit b a and c in arbitrary order,& F b & F a F c
visit b c and a in arbitrary order,& F b & F c F a
visit c a and b in arbitrary order,& F c & F a F b
visit c b and a in arbitrary order,& F c & F b F a
keep visiting a and b in any order,& G F a G F b
keep visiting b and a in any order,& G F b G F a
make sure a and b are visited infinitely,& G F a G F b
make sure b and a are visited infinitely,& G F b G F a
dont stop visiting a and b,& G F a G F b
dont stop visiting b and a,& G F b G F a
frequent a and b but the order can be arbitrary,& G F a G F b
frequent b and a but the order can be arbitrary,& G F b G F a
pick one from a and b and go there and then go back and forth between a and b with or without stay,& G F a G F b
pick one from b and a and go there and then go back and forth between b and a with or without stay,& G F b G F a
